,ID,K_bin0_Expression_1,K_bin0_Expression_2,K_bin0_binding_1,K_bin0_binding_2,K_bin1_Expression_1,K_bin1_Expression_2,K_bin1_binding_1,K_bin1_binding_2,K_input_Binding_1,K_input_Binding_2,K_input_Expression_1,K_input_Expression_2,concentration
1286,CR9114_H3W,,,,4.0,,,,5.0,,,,,A
1287,321.5.PB.5.7D08_1,,,,2.0,,,,3.0,1.0,,2.0,1.0,A
1288,EU099092.1,,,,9.0,,,,10.0,5.0,7.0,7.0,5.0,A
1289,CR9114_D13T,,,,5.0,,,,4.0,8.0,1.0,1.0,,A
1290,321.5.PB.5.5E03_1,,,,11.0,,,,6.0,6.0,6.0,2.0,5.0,A
1291,MW457967.1,,,,5.0,,,,4.0,,1.0,,,A
1292,MN282544.1,,,,10.0,,,,5.0,5.0,4.0,2.0,1.0,A
1293,JN000539.1,,,,3.0,,,,2.0,1.0,,1.0,,A
1294,FI3016V,,,,8.0,,,,11.0,5.0,5.0,2.0,1.0,A
1295,HQ378392.1,,,,16.0,,,,16.0,11.0,8.0,3.0,4.0,A
1296,125e03,83.0,34.0,156.0,373.0,260.0,1209.0,108.0,27.0,2030.0,2195.0,3002.0,2266.0,A
1297,MN288085.1,,,,2.0,,,,3.0,2.0,2.0,,2.0,A
1298,DQ454620.1,,,,12.0,,,,12.0,5.0,3.0,3.0,3.0,A
1299,MN281756.1,,,,7.0,,,,7.0,3.0,2.0,,1.0,A
1300,JN000491.1,,,,8.0,,,,9.0,8.0,9.0,9.0,6.0,A
1301,MN281587.1,,,,7.0,,,,6.0,,2.0,4.0,,A
1302,AY392878.1,,,,7.0,,,,3.0,1.0,4.0,1.0,1.0,A
1303,TF2.4,93.0,,35.0,89.0,94.0,213.0,,1.0,373.0,376.0,575.0,409.0,A
1304,FI373V,,,,16.0,,,,10.0,8.0,7.0,2.0,6.0,A
1305,MW176554.1,,,,10.0,,,,10.0,6.0,,2.0,3.0,A
1306,MW458879.1,,,,3.0,,,,6.0,2.0,1.0,,1.0,A
1307,MK269490.1,,,,7.0,,,,11.0,1.0,1.0,1.0,1.0,A
1308,315-53-06_1H02,,,,4.0,,,,7.0,1.0,1.0,,,A
1309,MW177279.1,,,,3.0,,,,4.0,,2.0,2.0,1.0,A
1310,AY393337.1,,,,11.0,,,,5.0,6.0,3.0,1.0,2.0,A
1311,315-09-06_1D09,,,,8.0,,,,4.0,2.0,2.0,1.0,1.0,A
1312,321.5.PB.5.2A06_1,1.0,,,12.0,,,,8.0,,1.0,1.0,,A
1313,310-18D9,,,,8.0,,,,9.0,4.0,5.0,2.0,2.0,A
1314,CR9114_G4M,,,,6.0,,,,3.0,56.0,43.0,38.0,30.0,A
1315,MG524152.1,,,,34.0,,,,37.0,143.0,125.0,93.0,94.0,A
1316,MK269990.1,,,,,,,,4.0,2.0,1.0,1.0,,A
1317,AJ496474.1,,,,7.0,,,,14.0,6.0,2.0,6.0,3.0,A
1318,MW602778.1,,,,8.0,,,,6.0,,,2.0,,A
1319,MW176620.1,,,,4.0,,,,2.0,,,,,A
1320,MN291638.1,,,,3.0,,,,2.0,,,,,A
1321,GU552691.1,,,,4.0,,,,6.0,2.0,,3.0,,A
1322,AY393004.1,,,,4.0,,,,6.0,,,2.0,,A
1323,MW176647.1,,,,3.0,,,,5.0,1.0,,,,A
1324,FI499V,,,,4.0,,,,4.0,1.0,2.0,1.0,4.0,A
1325,CR9114_Y6L,,,,4.0,,,,6.0,,,1.0,,A
1326,AB826546.1,,,,9.0,,,,13.0,31.0,20.0,14.0,12.0,A
1327,MN282246.1,,,,1.0,,,,2.0,,1.0,,,A
1328,EU619968.1,,,,4.0,,,,3.0,1.0,2.0,,3.0,A
1329,MW177259.1,,,,7.0,,,,10.0,1.0,,1.0,,A
1330,HM774082.1,,,,10.0,1.0,,,5.0,,1.0,,3.0,A
1331,JN111104.1,,,,,,,,5.0,1.0,1.0,3.0,,A
1332,315-53-04_1G07,,,,5.0,,,,10.0,3.0,1.0,2.0,3.0,A
1333,MN282682.1,,,,5.0,,,,5.0,2.0,,2.0,1.0,A
1334,ADI-14354,,1.0,2.0,1.0,1.0,1.0,8.0,3.0,10.0,,3.0,3.0,A
1335,CR9114_S10N,,,,7.0,,,,5.0,5.0,2.0,2.0,3.0,A
1336,AB066841.1,,,,3.0,,1.0,,6.0,1.0,1.0,,,A
1337,MW655209.1,,,,3.0,,,,3.0,,1.0,,1.0,A
1338,BC025314.1,,,,3.0,,,,2.0,,,,,A
1339,DQ454853.1,,,,8.0,,,,17.0,,1.0,3.0,5.0,A
1340,MW177248.1,,,,9.0,,,,9.0,6.0,3.0,2.0,3.0,A
1341,20A-518-30_1C11,,,,2.0,,,,3.0,,1.0,1.0,,A
1342,KT304510.1,,,,4.0,,,,11.0,2.0,,1.0,2.0,A
1343,EU099164.1,,,,2.0,,,,2.0,1.0,1.0,1.0,,A
1344,MN281533.1,,,,,,,,1.0,,1.0,,,A
1345,MN282932.1,,,,1.0,,,,1.0,,,,,A
1346,KT304549.1,,,,2.0,,,,6.0,,1.0,,,A
1347,HM774068.1,,,,9.0,,,,10.0,2.0,4.0,4.0,1.0,A
1348,KY249685.1,1.0,,,3.0,,,,4.0,,4.0,1.0,4.0,A
1349,MN280963.1,,,,16.0,,,,13.0,5.0,7.0,2.0,4.0,A
1350,MW458285.1,,,,3.0,,,,14.0,4.0,2.0,1.0,1.0,A
1351,AY927666.1,,,,7.0,,,,4.0,6.0,5.0,3.0,3.0,A
1352,AY376100.1,,,,5.0,,,,8.0,3.0,2.0,,,A
1353,MK269574.1,,,,4.0,,,,9.0,2.0,1.0,,3.0,A
1354,AB826552.1,,,,6.0,,,,6.0,6.0,9.0,4.0,3.0,A
1355,AJ252274.1,,,,10.0,,,,12.0,7.0,7.0,5.0,,A
1356,MN284767.1,,,,5.0,,,,2.0,2.0,4.0,,,A
1357,MK269774.1,,,,2.0,,,,5.0,,,,1.0,A
1358,MN282998.1,,,,5.0,,,,8.0,,3.0,1.0,1.0,A
1359,321.5.PB.5.6B02_1,,,,19.0,,,,13.0,10.0,8.0,2.0,3.0,A
1360,315-24-06_1E02,,,,15.0,,,,11.0,5.0,7.0,3.0,5.0,A
1361,MW458567.1,,,,1.0,,,,3.0,,1.0,,,A
1362,CR9114_D13K,,,,5.0,,,,4.0,101.0,121.0,103.0,70.0,A
1363,MW457688.1,,,,5.0,,,,4.0,,2.0,,,A
1364,MW598301.1,,,,2.0,,,,6.0,3.0,1.0,,,A
1365,FI891V,,,,10.0,,,,10.0,1.0,3.0,,4.0,A
1366,MN283937.1,,,,3.0,,,,7.0,1.0,,,,A
1367,CR9114_N5R,,,,5.0,,,,5.0,3.0,8.0,4.0,1.0,A
1368,MN292451.1,,,,5.0,,,,6.0,1.0,1.0,3.0,1.0,A
1369,MN282397.1,,,,2.0,,,,4.0,,,,,A
1370,CR9114_M12K,,,,3.0,,,,3.0,1.0,5.0,3.0,1.0,A
1371,HM774140.1,,,,2.0,,,,6.0,,4.0,2.0,2.0,A
1372,MN282945.1,,,,13.0,,,,5.0,3.0,,,1.0,A
1373,047_10M_2D03,106.0,8.0,211.0,161.0,489.0,1643.0,125.0,1.0,1433.0,1431.0,1840.0,1568.0,A
1374,HM995174.1,,,,5.0,,,,2.0,2.0,,,,A
1375,MW655015.1,,,,9.0,,,,9.0,3.0,4.0,1.0,2.0,A
1376,KT304461.1,,,,10.0,,,,5.0,1.0,1.0,2.0,1.0,A
1377,315-24-08_1C05,,,,4.0,,,,5.0,,1.0,1.0,,A
1378,FI206V,,,,10.0,,1.0,,17.0,9.0,5.0,9.0,5.0,A
1379,MW587454.1,,,,5.0,,,,3.0,,,,,A
1380,MK901235.1,,,,9.0,,,,4.0,1.0,2.0,,2.0,A
1381,150055-005_2D02_1,,,,8.0,,,,8.0,2.0,,1.0,,A
1382,321.5.PB.5.7A05_1,,,,3.0,,,,4.0,,,,,A
1383,Z80853.1,,,,4.0,,,,3.0,1.0,1.0,,,A
1384,WR10,,2.0,,,,,1.0,3.0,,,2.0,,A
1385,MN288046.1,,,,2.0,,,,1.0,1.0,,,,A
1386,MN281286.1,,,,1.0,,,,6.0,2.0,,,2.0,A
1387,AB063701.1,,,,9.0,,,,17.0,3.0,5.0,5.0,2.0,A
1388,MW655167.1,,,,13.0,,,,7.0,4.0,2.0,1.0,1.0,A
1389,CR9114_WT,,1.0,1.0,12.0,1.0,,,8.0,81.0,74.0,65.0,56.0,A
1390,MN282661.1,,,,4.0,,,,3.0,,1.0,,,A
1391,AB066934.1,,,,6.0,,,,6.0,4.0,,2.0,1.0,A
1392,FJ873895.1,,,1.0,6.0,,,,5.0,2.0,,1.0,2.0,A
1393,CR9114_Y8M,,,,2.0,,,,3.0,4.0,2.0,3.0,,A
1394,Z47222.1,,,,14.0,,,,12.0,2.0,2.0,2.0,2.0,A
1395,CR9114_Y9H,,,,3.0,,,1.0,3.0,8.0,7.0,6.0,7.0,A
1396,MW176466.1,,,,5.0,,,,2.0,2.0,2.0,2.0,2.0,A
1397,315-24-06_1E01,,,,3.0,,,,3.0,,,1.0,,A
1398,MN281480.1,,,,1.0,,,,3.0,,1.0,1.0,1.0,A
1399,AY155560.1,,,,6.0,,,,6.0,3.0,1.0,,,A
1400,MK269859.1,,,,14.0,,,,10.0,2.0,4.0,1.0,1.0,A
1401,MK269388.1,,,,16.0,,,,9.0,3.0,4.0,2.0,2.0,A
1402,MH605113.1,,,,4.0,,,,5.0,3.0,2.0,3.0,3.0,A
1403,DQ065656.1,,,,21.0,,,,18.0,9.0,2.0,4.0,5.0,A
1404,315-24-04_1F08,,,,10.0,,,,7.0,1.0,,,,A
1405,AB063758.1,,,,12.0,,,,7.0,3.0,3.0,5.0,4.0,A
1406,CR9114_N5T,,,,5.0,,,,4.0,8.0,6.0,5.0,6.0,A
1407,MN281762.1,,,,8.0,,,,16.0,2.0,6.0,3.0,3.0,A
1408,MT151573.1,,,,2.0,,,,3.0,4.0,1.0,,,A
1409,136a07,123.0,36.0,101.0,306.0,210.0,599.0,4.0,24.0,1028.0,1208.0,1451.0,1130.0,A
1410,MW679378.1,,,,4.0,,,,9.0,,1.0,,1.0,A
1411,AF174026.1,,,,5.0,,,,4.0,3.0,1.0,1.0,2.0,A
1412,MN287582.1,,,,4.0,,,,7.0,3.0,1.0,,2.0,A
1413,MN283396.1,,,,4.0,,,,3.0,2.0,,,,A
1414,AY179844.1,,,,4.0,,,,10.0,1.0,1.0,1.0,,A
1415,KT304471.1,,,,4.0,,1.0,,7.0,1.0,,1.0,1.0,A
1416,CR9114_H3_,,,,8.0,,,,7.0,2.0,1.0,,1.0,A
1417,KP278513.1,,,,6.0,,,,7.0,1.0,2.0,1.0,1.0,A
1418,315-05-08_1C09,,,,6.0,,,,8.0,,,,,A
1419,KM067715.1,,,,9.0,,,,13.0,1.0,3.0,1.0,5.0,A
1420,MG524306.1,,,,10.0,,,,10.0,4.0,8.0,3.0,3.0,A
1421,AB063868.1,,,,1.0,,,,2.0,,,,,A
1422,MW602802.1,,,,6.0,,,,2.0,1.0,,,,A
1423,EU794402.1,,,,2.0,,,,7.0,2.0,2.0,5.0,,A
1424,AB063921.1,,,,1.0,,,,4.0,2.0,1.0,3.0,1.0,A
1425,MK269948.1,,,,5.0,,,,4.0,3.0,1.0,1.0,2.0,A
1426,315-09-06_1G05,,,,9.0,,,,8.0,4.0,2.0,3.0,1.0,A
1427,HM995306.1,,,,10.0,,,,5.0,1.0,3.0,1.0,,A
1428,MW458124.1,,,,12.0,1.0,,1.0,7.0,5.0,5.0,3.0,4.0,A
1429,MN290672.1,,,,9.0,,,,12.0,7.0,7.0,3.0,3.0,A
1430,20A-609-30_2D12,,,,8.0,,,,6.0,1.0,4.0,2.0,3.0,A
1431,MK270033.1,,,,8.0,,,,2.0,3.0,1.0,2.0,,A
1432,KT304348.1,,,,9.0,,,,12.0,4.0,2.0,4.0,5.0,A
1433,HM774277.1,,,,22.0,,,,14.0,2.0,5.0,5.0,8.0,A
1434,MW176508.1,,,,7.0,,,,7.0,1.0,1.0,,1.0,A
1435,310-18D2,,,1.0,12.0,,,,14.0,3.0,1.0,2.0,3.0,A
1436,20A-605-30_1F08,,,,18.0,,,,15.0,3.0,2.0,2.0,2.0,A
1437,MW655266.1,,,,5.0,,,,2.0,,1.0,,,A
1438,MK269577.1,,,,9.0,,,,9.0,5.0,7.0,5.0,3.0,A
1439,CR9114_R2G,,,,6.0,,,,12.0,22.0,23.0,16.0,13.0,A
1440,MN280947.1,,,,9.0,,,,6.0,1.0,1.0,,,A
1441,FI339V,,,,6.0,,,,5.0,1.0,3.0,1.0,2.0,A
1442,AY033246.1,,,,5.0,,,,5.0,2.0,4.0,3.0,2.0,A
1443,MN285105.1,,,,7.0,,,,7.0,3.0,,1.0,1.0,A
1444,AF103295.1,,,,3.0,,,,7.0,4.0,4.0,2.0,4.0,A
1445,KJ880610.1,,1.0,,6.0,,,,5.0,,1.0,2.0,,A
1446,MW654597.1,,,,14.0,,1.0,,15.0,3.0,9.0,7.0,5.0,A
1447,AJ239372.1,,,,4.0,,,,2.0,2.0,3.0,2.0,1.0,A
1448,MW458155.1,,,,7.0,,,,10.0,,3.0,,1.0,A
1449,MW654827.1,,,,7.0,,,,11.0,5.0,2.0,3.0,1.0,A
1450,MW176596.1,,,,5.0,,,,3.0,1.0,2.0,1.0,1.0,A
1451,KT304473.1,,,,12.0,,,,9.0,4.0,6.0,3.0,1.0,A
1452,MN288084.1,,,,2.0,,,,11.0,,,,,A
1453,KJ880577.1,,,,14.0,,1.0,,17.0,2.0,2.0,,3.0,A
1454,MW587448.1,,,,9.0,,,,16.0,8.0,14.0,4.0,4.0,A
1455,MN867970.1,,,,3.0,,,,3.0,6.0,4.0,3.0,1.0,A
1456,MN282364.1,,,,3.0,,,,3.0,8.0,4.0,3.0,3.0,A
1457,MT599826.1,,,,9.0,,,,6.0,1.0,1.0,,1.0,A
1458,MT665468.1,,,,10.0,,,,10.0,5.0,2.0,5.0,1.0,A
1459,MW176591.1,,,,5.0,,,,8.0,,2.0,1.0,1.0,A
1460,310-18B2,,,,2.0,,,,3.0,1.0,1.0,,,A
1461,AY179858.1,,,,5.0,,,,6.0,7.0,2.0,6.0,7.0,A
1462,MN283507.1,,,,6.0,,,,7.0,2.0,,,2.0,A
1463,MG524040.1,,,,4.0,,,,5.0,1.0,,1.0,1.0,A
1464,MT665735.1,,,,2.0,,,,8.0,4.0,3.0,1.0,2.0,A
1465,MN284429.1,,,,6.0,,,,4.0,2.0,3.0,5.0,2.0,A
1466,MN290909.1,,,,8.0,,,,8.0,10.0,9.0,3.0,9.0,A
1467,MN281681.1,,,,5.0,,,,5.0,8.0,2.0,7.0,5.0,A
1468,MN281723.1,,,,5.0,,,,3.0,,1.0,,3.0,A
1469,EF583662.1,,,,5.0,,,,5.0,2.0,5.0,2.0,2.0,A
1470,MN288081.1,,,,1.0,,,,4.0,2.0,,1.0,,A
1471,MK269842.1,,,,4.0,,,,6.0,,,,,A
1472,U82769.1,,,,6.0,,,,4.0,1.0,,1.0,2.0,A
1473,315-09-05M_1C10,,,,9.0,,,,9.0,2.0,,2.0,,A
1474,MK270030.1,,,,6.0,,,,10.0,2.0,1.0,3.0,2.0,A
1475,EU146348.1,,,,9.0,,,,7.0,12.0,9.0,10.0,5.0,A
1476,HM774145.1,,,,5.0,,,,6.0,7.0,2.0,4.0,1.0,A
1477,MN868002.1,,,,14.0,,,,12.0,8.0,6.0,4.0,4.0,A
1478,GU570264.1,,,,3.0,,,,4.0,3.0,1.0,1.0,4.0,A
1479,CR9114_G4C,,,,6.0,,,,4.0,11.0,18.0,10.0,8.0,A
1480,MK900976.1,,,,6.0,,,,8.0,5.0,7.0,7.0,7.0,A
1481,MN284525.1,,,,3.0,,,,1.0,1.0,,1.0,,A
1482,HM774715.1,,,,16.0,,,,11.0,,1.0,5.0,4.0,A
1483,MN282782.1,,,,9.0,,,,5.0,4.0,6.0,6.0,5.0,A
1484,MK269568.1,,,,3.0,,,,2.0,,4.0,,1.0,A
1485,MN288036.1,,,,1.0,,,,1.0,,,1.0,,A
1486,MT334403.1,,,,4.0,,,,8.0,3.0,,3.0,1.0,A
1487,315-02-08_1A06,,,,5.0,,,,1.0,2.0,2.0,3.0,,A
1488,20A-618-30_2H03,,,,5.0,,,,5.0,4.0,5.0,1.0,2.0,A
1489,MN290563.1,,,,4.0,,,,6.0,,,1.0,,A
1490,MT151433.1,,,,6.0,,,,11.0,7.0,6.0,2.0,4.0,A
1491,W85-1D11,,,,8.0,,,,4.0,1.0,,1.0,,A
1492,CR9114_G4I,,,,2.0,,,,4.0,6.0,4.0,1.0,3.0,A
1493,AY003779.1,,,,4.0,,,,12.0,10.0,4.0,7.0,9.0,A
1494,2p23w40,,,,9.0,1.0,,,15.0,1.0,3.0,5.0,3.0,A
1495,AB826541.1,,,,4.0,,,,5.0,8.0,9.0,8.0,2.0,A
1496,1p49w59,,,,5.0,,,,11.0,2.0,4.0,2.0,,A
1497,AB067333.1,,,,21.0,,1.0,,37.0,3.0,2.0,,2.0,A
1498,20A-618-30_2B06,,,,5.0,,,,6.0,1.0,2.0,,3.0,A
1499,KT304441.1,,,,9.0,,,,9.0,2.0,4.0,7.0,3.0,A
1500,EU549728.1,,,,3.0,,,,7.0,1.0,,2.0,1.0,A
1501,MK269545.1,,,,4.0,,,,7.0,6.0,1.0,3.0,6.0,A
1502,MK270018.1,,,,13.0,,,,10.0,7.0,3.0,3.0,6.0,A
1503,JX560780.1,,,,8.0,,,,1.0,1.0,2.0,,1.0,A
1504,321.5.GC.12.1A10_1,,,,3.0,,,,7.0,2.0,2.0,2.0,,A
1505,MN282395.1,,,,5.0,,,,3.0,1.0,,1.0,2.0,A
1506,KJ423523.1,,,,14.0,,,,10.0,8.0,10.0,5.0,12.0,A
1507,HM774470.1,,,,3.0,,,1.0,11.0,1.0,3.0,1.0,1.0,A
1508,315-24-08_1E08,,,,8.0,,,,13.0,3.0,3.0,2.0,2.0,A
1509,FJ840044.1,,,,6.0,,,,6.0,10.0,7.0,2.0,5.0,A
1510,AY376092.1,,,,17.0,,,,22.0,4.0,5.0,4.0,3.0,A
1511,MT565820.1,,,,5.0,,,,3.0,1.0,2.0,1.0,2.0,A
1512,KX858673.1,,,,4.0,,,,7.0,,1.0,,,A
1513,MN284611.1,,,,2.0,,,,3.0,,,,,A
1514,CR9114_D13_,,,,6.0,,,,7.0,2.0,1.0,2.0,,A
1515,Z18841.1,,,,,,,,1.0,1.0,,1.0,,A
1516,MN288067.1,,,,18.0,,,,22.0,15.0,10.0,8.0,13.0,A
1517,MH605107.1,,,,6.0,,,,8.0,3.0,1.0,3.0,1.0,A
1518,AY179847.1,,,,5.0,,,,6.0,4.0,5.0,1.0,4.0,A
1519,HM994958.1,,,,9.0,,,,4.0,1.0,3.0,1.0,3.0,A
1520,CR9114_D13M,,,,5.0,,,,5.0,76.0,73.0,52.0,40.0,A
1521,MW176209.1,,,,8.0,,,,8.0,1.0,4.0,1.0,1.0,A
1522,HM774939.1,,,,16.0,,,,17.0,10.0,12.0,4.0,8.0,A
1523,MN284836.1,,,,10.0,,,,11.0,5.0,5.0,2.0,3.0,A
1524,MW293053.1,,,,3.0,,,,5.0,1.0,,1.0,1.0,A
1525,KT304422.1,,,,5.0,,,,5.0,5.0,1.0,,,A
1526,AF308554.1,,,,18.0,,,1.0,20.0,5.0,7.0,4.0,6.0,A
1527,MN285333.1,,,,13.0,,,,16.0,4.0,,1.0,1.0,A
1528,MW458651.1,,,,4.0,,,,11.0,6.0,6.0,1.0,3.0,A
1529,MN283050.1,,,,4.0,,,,6.0,1.0,1.0,1.0,1.0,A
1530,697-D,,3.0,7.0,4.0,3.0,7.0,1.0,2.0,4.0,12.0,23.0,5.0,A
1531,Z97035.1,,,,3.0,,,,6.0,3.0,1.0,1.0,,A
1532,MK901113.1,,,,2.0,,,,5.0,1.0,1.0,2.0,1.0,A
1533,AY393012.1,,,,5.0,,,,5.0,,,,2.0,A
1534,MT151494.1,,,,6.0,,,,9.0,2.0,2.0,2.0,1.0,A
1535,MT151585.1,,,,6.0,,,,6.0,2.0,2.0,3.0,2.0,A
1536,FI174V,,,,12.0,,,,10.0,3.0,1.0,1.0,1.0,A
1537,AB776836.1,,,,6.0,,,,7.0,2.0,5.0,,3.0,A
1538,AB063864.1,,,,2.0,,,,5.0,,,1.0,,A
1539,P054_044,347.0,93.0,231.0,203.0,363.0,1811.0,5.0,22.0,2616.0,3157.0,3522.0,2824.0,A
1540,CR9114_H3C,,,,7.0,,,,14.0,3.0,4.0,4.0,2.0,A
1541,FI4012V,,,,2.0,,,,6.0,8.0,4.0,4.0,4.0,A
1542,MW654919.1,,,,8.0,,,,9.0,2.0,3.0,,1.0,A
1543,CR9114_M12G,,,,16.0,,,,12.0,3.0,1.0,9.0,6.0,A
1544,HM774950.1,,,,1.0,,,,4.0,2.0,3.0,1.0,1.0,A
1545,FJ039781.1,,,,2.0,,,,4.0,1.0,3.0,1.0,2.0,A
1546,KX948829.1,,,,,,,,2.0,,,,,A
1547,AG9-4G01_1,,,,1.0,,,,6.0,1.0,4.0,4.0,1.0,A
1548,MN281647.1,,,,5.0,1.0,,,6.0,2.0,,3.0,1.0,A
1549,AF062098.1,,,,6.0,,,,4.0,4.0,1.0,4.0,4.0,A
1550,DQ100777.1,,,,5.0,,,,9.0,3.0,2.0,1.0,1.0,A
1551,MN288042.1,,,,2.0,,,,8.0,4.0,1.0,1.0,1.0,A
1552,MK269857.1,,,,8.0,,,,7.0,2.0,1.0,2.0,1.0,A
1553,AB826555.1,,,,7.0,,,,8.0,4.0,,3.0,,A
1554,20A-604-30_1A08,,,,12.0,,,,16.0,13.0,6.0,2.0,4.0,A
1555,MW458347.1,,,,2.0,,,,9.0,,1.0,1.0,1.0,A
1556,MT565792.1,,,,8.0,,,,6.0,3.0,1.0,1.0,,A
1557,MN037703.1,,,,,,,,2.0,,1.0,1.0,1.0,A
1558,AY574947.1,,,,,,,,1.0,,1.0,,1.0,A
1559,KT304354.1,,,,5.0,,,,4.0,2.0,1.0,1.0,1.0,A
1560,KT304496.1,,,,7.0,,,,10.0,6.0,3.0,2.0,1.0,A
1561,EU099236.1,,,,2.0,,,,2.0,,2.0,,1.0,A
1562,AB063755.1,,,,1.0,,,,1.0,,,,,A
1563,GU570267.1,,,,10.0,,,,13.0,2.0,5.0,1.0,1.0,A
1564,MN281210.1,,,,5.0,,,,7.0,2.0,2.0,1.0,4.0,A
1565,MW655265.1,,,,11.0,,,,15.0,5.0,3.0,3.0,2.0,A
1566,CR9114_G4L,,,,2.0,,,,3.0,10.0,5.0,5.0,10.0,A
1567,MK900814.1,,,,3.0,,,,5.0,7.0,5.0,3.0,2.0,A
1568,AF308552.1,,,,17.0,,,,8.0,7.0,8.0,8.0,5.0,A
1569,AJ437670.1,,,,5.0,,,,5.0,32.0,32.0,12.0,24.0,A
1570,MN291025.1,,,,,,,,1.0,1.0,,1.0,,A
1571,MK416930.1,,,,2.0,,,,1.0,2.0,,3.0,1.0,A
1572,L23561.1,,,,2.0,,,,4.0,1.0,1.0,,1.0,A
1573,FI431V,,,,8.0,,,,8.0,2.0,2.0,,,A
1574,MK269913.1,,,,17.0,,,,10.0,3.0,3.0,2.0,1.0,A
1575,AB063855.1,,,,2.0,,,,2.0,,,1.0,1.0,A
1576,MN291254.1,,,,4.0,,,,3.0,2.0,1.0,2.0,3.0,A
1577,045_09_2A03_1,,,,2.0,,,,2.0,,,,,A
1578,KT304423.1,,,,7.0,,,,8.0,5.0,2.0,5.0,2.0,A
1579,2B04_,,,,3.0,,,,5.0,4.0,5.0,,2.0,A
1580,MG524242.1,,,,6.0,,,,4.0,2.0,2.0,,3.0,A
1581,HM774038.1,,,,3.0,,,,4.0,4.0,,1.0,1.0,A
1582,MN291996.1,,,,3.0,,,,5.0,5.0,5.0,3.0,2.0,A
1583,AY393604.1,,,,11.0,,,,11.0,2.0,4.0,4.0,5.0,A
1584,MN702863.1,,,,9.0,,,1.0,12.0,1.0,6.0,3.0,4.0,A
1585,AJ487507.1,,,,5.0,,,,13.0,1.0,6.0,,6.0,A
1586,JN110751.1,,,,10.0,,,,7.0,4.0,1.0,3.0,4.0,A
1587,MZ883084.1,,,,9.0,,,,8.0,2.0,,1.0,1.0,A
1588,MK269576.1,,,,8.0,,,,9.0,2.0,3.0,2.0,5.0,A
1589,MG505.100,,,3.0,,,1.0,,2.0,,1.0,,2.0,A
1590,AB826521.1,,,,10.0,,,,11.0,2.0,2.0,3.0,1.0,A
1591,MN283829.1,,,,6.0,,,,13.0,2.0,4.0,1.0,2.0,A
1592,CR9114_Y8A,,,,5.0,,,,4.0,1.0,1.0,1.0,1.0,A
1593,315-24-06_1G10,,,,17.0,,,,8.0,4.0,3.0,1.0,5.0,A
1594,AJ389181.1,,,,4.0,,,,6.0,4.0,3.0,3.0,3.0,A
1595,MT151403.1,,,,4.0,,,,2.0,,3.0,,,A
1596,MW458033.1,,,,4.0,,,,3.0,1.0,,,,A
1597,315-54-05M_1G09,,,,7.0,,,,7.0,1.0,1.0,1.0,2.0,A
1598,MN292373.1,,,,2.0,,,,9.0,2.0,,2.0,,A
1599,MW718441.1,,,,5.0,,,,2.0,,2.0,3.0,,A
1600,051_09_4E06_1,,,,9.0,,,,7.0,7.0,4.0,,2.0,A
1601,315_05Mem_1E07,,,,14.0,,,,9.0,7.0,4.0,3.0,4.0,A
1602,KT304355.1,,,,12.0,,,,12.0,8.0,3.0,2.0,9.0,A
1603,MW602698.1,,,,7.0,,,,7.0,,2.0,,1.0,A
1604,MW458548.1,,,,3.0,,,,9.0,,5.0,2.0,,A
1605,SFV009_2A06,,,,5.0,,,,5.0,2.0,3.0,,2.0,A
1606,AY393268.1,,,,8.0,,,,15.0,4.0,1.0,1.0,2.0,A
1607,MN281796.1,,,,3.0,,,,2.0,3.0,,,,A
1608,W85-1G12,,,,3.0,,,,2.0,,,,1.0,A
1609,MW655275.1,,,,6.0,,,,9.0,4.0,1.0,,,A
1610,MW587628.1,,,,9.0,,,,15.0,2.0,1.0,2.0,,A
1611,MN282379.1,,,,2.0,,,,8.0,,,1.0,,A
1612,AY179839.1,,,,2.0,,,,4.0,,,1.0,1.0,A
1613,MN288034.1,,,,6.0,,,,10.0,1.0,1.0,,2.0,A
1614,MT665787.1,,,,2.0,,,,5.0,,,,,A
1615,AF062283.1,,,,6.0,,,,5.0,,,,1.0,A
1616,MG524176.1,,,,3.0,1.0,,,2.0,1.0,3.0,,,A
1617,KJ880655.1,,,,9.0,,,,8.0,1.0,1.0,2.0,,A
1618,KM603906.1,,,,7.0,,,,7.0,8.0,2.0,2.0,4.0,A
1619,CR9114_Y7G,,,,6.0,,,,4.0,1.0,2.0,,1.0,A
1620,MN283308.1,,,,1.0,,,,4.0,1.0,,,,A
1621,MK269611.1,,,,10.0,,,,9.0,9.0,3.0,2.0,4.0,A
1622,310-18H7,,,,2.0,,,,4.0,1.0,,1.0,1.0,A
1623,MN445760.1,,,,2.0,,,,5.0,1.0,,,1.0,A
1624,AJ241356.1,,,,,,,,2.0,,,,,A
1625,EU099117.1,1.0,,,24.0,,,,18.0,3.0,2.0,3.0,5.0,A
1626,CR9114_N5E,,,,9.0,,,,4.0,4.0,5.0,3.0,6.0,A
1627,MN283886.1,,,,1.0,,,,4.0,,,,,A
1628,MW655273.1,,,,6.0,,,,8.0,3.0,2.0,1.0,1.0,A
1629,CR9114_S10T,,,,5.0,,,,6.0,19.0,26.0,12.0,17.0,A
1630,CS10V,,,,2.0,,,,3.0,,,,,A
1631,M35478.1,,,,2.0,,,,1.0,,,,,A
1632,AF103307.1,,,,8.0,,,,2.0,2.0,1.0,,2.0,A
